video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=a1cf4tDOAXs,/user/AlJazeeraEnglish,Al Jazeera English,Foreign fighters join Syrian Democratic Forces,25K,25K views,,2022-01-19 04:17:06.474199
/watch?v=_6r0JWCho9Y,/channel/UCeihWWGinRr5C-TPCsJX67A,Ed Nash's Military Matters,Mobile and Armoured Forces of the Syrian Democratic Forces against ISIS,15K,15K views,,2022-01-19 04:17:06.483662
/watch?v=w38Azyh-eJU,/user/france24english,FRANCE 24 English,Exclusive: On the frontline with the Syrian Democratic Forces,19K,19K views,,2022-01-19 04:17:06.489048
/watch?v=XbWbRxmHK24,/user/AFP,AFP News Agency,Syrian Democratic Forces mark two year anniversary of IS ousting from Syria | AFP,1.3K,1.3K views,,2022-01-19 04:17:06.493677
/watch?v=gaKwjvxukvg,/user/voxdotcom,Vox,How the Kurds became a key player in Syria's war,2.2M,2.2M views,,2022-01-19 04:17:06.499139
/watch?v=d-1_z9-2MMg,/channel/UCHTK-2W11Vh1V4uwofOfR4w,AP Archive,Syrian Democratic Forces advance in Raqqa,4.6K,4.6K views,,2022-01-19 04:17:06.504616
/watch?v=a1cf4tDOAXs,/user/AlJazeeraEnglish,Al Jazeera English,Foreign fighters join Syrian Democratic Forces,25K,25K views,,2022-01-19 04:17:12.505781
/watch?v=_6r0JWCho9Y,/channel/UCeihWWGinRr5C-TPCsJX67A,Ed Nash's Military Matters,Mobile and Armoured Forces of the Syrian Democratic Forces against ISIS,15K,15K views,,2022-01-19 04:17:12.512136
/watch?v=w38Azyh-eJU,/user/france24english,FRANCE 24 English,Exclusive: On the frontline with the Syrian Democratic Forces,19K,19K views,,2022-01-19 04:17:12.519558
/watch?v=XbWbRxmHK24,/user/AFP,AFP News Agency,Syrian Democratic Forces mark two year anniversary of IS ousting from Syria | AFP,1.3K,1.3K views,,2022-01-19 04:17:12.526271
/watch?v=gaKwjvxukvg,/user/voxdotcom,Vox,How the Kurds became a key player in Syria's war,2.2M,2.2M views,,2022-01-19 04:17:12.534691
/watch?v=d-1_z9-2MMg,/channel/UCHTK-2W11Vh1V4uwofOfR4w,AP Archive,Syrian Democratic Forces advance in Raqqa,4.6K,4.6K views,,2022-01-19 04:17:12.542579
/watch?v=tPZCxx0yaSs,/channel/UCyGMim0bdq_6W-ryV9WI29A,North Press Agency,Graduation ceremony of trainees within the Syrian Democratic Forces – North Press,476,476 views,,2022-01-19 04:17:12.549785
/watch?v=meCjwfnPsAQ,/user/RuptlyTV,Ruptly,Syria: 'Only problem left in Syria is SDF' – Assad *EXCLUSIVE*,11K,11K views,,2022-01-19 04:17:12.557253
/watch?v=DvEaDmGwcI0,/user/GenevaCall2,Geneva Call,Episode 3: Geneva Call trains Syrian Democratic Forces on the law of armed conflict,852,852 views,,2022-01-19 04:17:12.563766
/watch?v=v-RIQOK2Zp4,/user/YPGmedia,YPG Press Office,Syrian Democratic Forces fighters met with Iraqi military officials on the border,7.4K,7.4K views,,2022-01-19 04:17:12.570314
/watch?v=bZRnBkJQqdM,/user/AlJazeeraEnglish,Al Jazeera English,US retains military presence in northeast Syria,70K,70K views,,2022-01-19 04:17:12.577050
/watch?v=7CvXvO5GhRY,/channel/UCBU0SoyQRFlxZdxoOiHPTYw,Storyful News,Syrian Democratic Forces Advance to Western Outskirts of Manbij,1K,1K views,,2022-01-19 04:17:12.583932
/watch?v=tIJwVCW1FdQ,/user/VOAvideo,VOA News,Syrian National Army Exchanges Fire with Syrian Democratic Forces in Syrian Border Town,7.8K,7.8K views,,2022-01-19 04:17:12.590519
/watch?v=aftoBdrjm7Q,/user/france24english,FRANCE 24 English,EXCLUSIVE - On the frontline with the Syrian Democratic Forces fighting islamic state group,120K,120K views,,2022-01-19 04:17:12.602917
/watch?v=pzuwjOo753k,/user/VOAvideo,VOA News,Syrian Democratic Forces Parade Announcing Victory Over Islamic State,43K,43K views,,2022-01-19 04:17:12.608734
/watch?v=6xaDkzHx2VI,/user/playtymrsa,Tim Hunter Productions,Coalition Forces assisting Syrian Democratic Forces (SDF) partners with fight against ISIS,838,838 views,,2022-01-19 04:17:12.614041
/watch?v=l4u8T2b1flE,/channel/UCyGMim0bdq_6W-ryV9WI29A,North Press Agency,Turkish escalation aims to create chaos: Syrian Democratic Forces spokesman,144,144 views,,2022-01-19 04:17:12.619910
/watch?v=_E5YMywRYpA,/user/PBSNewsHour,PBS NewsHour,"As U.S. departs Syria, Kurds join Assad regime to fight a NATO ally",12K,12K views,,2022-01-19 04:17:12.626807
/watch?v=3NCPwJGFusQ,/channel/UCfAbKps0Qh7PzFn7u8L0KtA,EatTheRich,Syrian Democratic Forces compilation,6.6K,6.6K views,,2022-01-19 04:17:12.631967
/watch?v=aZtcuLS_pXE,/user/france24english,FRANCE 24 English,Syrian Democratic Forces close in on last IS-group pocket in Syria,2.6K,2.6K views,,2022-01-19 04:17:12.638426
/watch?v=aZtcuLS_pXE,/user/france24english,FRANCE 24 English,Syrian Democratic Forces close in on last IS-group pocket in Syria,2.6K,2.6K views,,2022-01-19 04:17:19.036865
/watch?v=JOUupMfL5CQ,/user/YPGmedia,YPG Press Office,International volunteer with Syrian Democratic Forces in Raqqa operation,6.2K,6.2K views,,2022-01-19 04:17:19.043378
/watch?v=ihIPEmbzGZQ,/user/ROZANAFM1,Rozana,Military Campaign by Syrian Democratic Forces?,234,234 views,,2022-01-19 04:17:19.048409
/watch?v=GLiygR9ISfs,/user/VOAvideo,VOA News,Kurdish Fighters Graduate to Join Syrian Democratic Forces,136K,136K views,,2022-01-19 04:17:19.054303
/watch?v=GHS4sOy8V7Q,/channel/UCsoR51a1fbVprfPNQZ5ohQA,Politics Today,US-backed Kurdish formations begin blockades of Syrian cities,792,792 views,,2022-01-19 04:17:19.060236
/watch?v=Ga04B2a6-KU,/channel/UCnBXzcAUpsL0aQq_xfyRmuQ,Ronahi TV English,"""The Syrian Democratic Forces"" Formed By Various Factions",5.9K,5.9K views,,2022-01-19 04:17:19.065699
/watch?v=uJDoaAw0kM4,/channel/UCyGMim0bdq_6W-ryV9WI29A,North Press Agency,An official of Syrian Democratic Forces (SDF) talks about the Turkish violations in Ain Issa.,371,371 views,,2022-01-19 04:17:19.071317
/watch?v=qbGvuSfR44w,/channel/UC_dfAXIoxHRNDKP_z22ph9w,Northern Syria Observer,140 Arab fighters from Hasakah countryside joined Syrian Democratic Forces SDF,495,495 views,,2022-01-19 04:17:19.076430
/watch?v=pvxTqC49SZc,/channel/UCHrt7iwCOddUAtjsNDdsyvw,selva tor,The pathetic story of Syrian Democratic Forces:,96,96 views,,2022-01-19 04:17:19.082051
/watch?v=uwEamYD8tEc,/channel/UCzp8JDCwl1fZ6kaazRjuDdg,SDF PRESS,Syrian Democratic Forces arrive to AL-Bagouz village,2K,2K views,,2022-01-19 04:17:19.086951
/watch?v=OKNVexWrgk0,/channel/UCUH2olI9BzvD2rvpgaUSfxQ,موقع مراسلون Muraselon News,Syrian Democratic Forces target Turkish radar point north of Afrin,9K,9K views,,2022-01-19 04:17:19.092062
/watch?v=9Uy7a1hwO1w,/user/VOAvideo,VOA News,Turkey-Backed Syrian Militias Clash with Syrian Democratic Forces in Syria,17K,17K views,,2022-01-19 04:17:19.102142
/watch?v=m8BVvQURKHo,/channel/UCC56FhwJjKW1OVSSFBS9pug,Kurdistan 24 English,"ISIS fighters and families surrender to Syrian Democratic Forces in Baghouz, Syria",5.7K,5.7K views,,2022-01-19 04:17:19.107626
/watch?v=u8FrVvMDa48,/channel/UCdYjYt4YGhEbCGMv1fbv0pg,Ebru TV Kenya,U.S.-Backed Syrian Democratic Forces Launch Operation Against ISIS,142,142 views,,2022-01-19 04:17:19.113463
/watch?v=2XqNTrULAng,/user/VOAvideo,VOA News,Syrian Democratic Forces Fire Weapons at Islamic State Militants,5.3K,5.3K views,,2022-01-19 04:17:19.119157
/watch?v=qCnlx-n4uRw,/channel/UCZxvhIUbTnfijqkjc746Xlw,Kurdish Question,Turkmen of Manbij Liberated From Islamic State by Syrian Democratic Forces,2K,2K views,,2022-01-19 04:17:19.124515
/watch?v=WLRMKdoPcHo,/channel/UCN38wLalhR3WewY9IpDqbZA,SyrianCivilWarMap,Footage of the Syrian Democratic Forces capturing Baghuz Tahtani from the Islamic State,3.6K,3.6K views,,2022-01-19 04:17:19.129846
/watch?v=CZq5kAglae4,/user/bbcnews,BBC News,Syria War: On the frontline with SDF fighting IS  - BBC News,148K,148K views,,2022-01-19 04:17:19.135496
/watch?v=ZJtB3D2feYw,/channel/UCyGMim0bdq_6W-ryV9WI29A,North Press Agency,Abdi delivers a speech in the annual meeting of the SDF military councils,204,204 views,,2022-01-19 04:17:19.140602
/watch?v=lZjljJ57djo,/user/YPGmedia,YPG Press Office,Syrian Democratic Forces Discover Daesh’s Bomb-Making Facility (Jan. 9),4K,4K views,,2022-01-19 04:17:19.146860
/watch?v=lZjljJ57djo,/user/YPGmedia,YPG Press Office,Syrian Democratic Forces Discover Daesh’s Bomb-Making Facility (Jan. 9),4K,4K views,,2022-01-19 04:17:25.831138
/watch?v=3eaiWRt7Xfc,/user/france24english,FRANCE 24 English,Syria: US-backed Syrian Democratic forces make fresh gains in IS Group's stronghold of Raqqa,7.4K,7.4K views,,2022-01-19 04:17:25.838086
/watch?v=Llpvmp9sm9Y,/user/aranewstube,ARA News,ISIS border pocket under attack by Syrian Democratic Forces,2.8K,2.8K views,,2022-01-19 04:17:25.843379
/watch?v=UPpXRFmzAio,/channel/UCyGMim0bdq_6W-ryV9WI29A,North Press Agency,Syrian Democratic forces (SDF) release detainees of Syria’s Deir ez-Zor,443,443 views,,2022-01-19 04:17:25.848533
/watch?v=7_lGTP0HnoQ,/channel/UC2nr68Bn15dsOpviwBnAATg,A24 News Agency,Syria | Syrian Democratic Forces close in on ISIS in last stronghold in Baghouz of Deir Ez Zor,817,817 views,,2022-01-19 04:17:25.854645
/watch?v=iMXnl4p7UaU,/user/AFP,AFP News Agency,Syrian Democratic Forces move towards Raqa,2.6K,2.6K views,,2022-01-19 04:17:25.860924
/watch?v=YoaM4D57V7I,/user/france24english,FRANCE 24 English,Syria: On the Western Frontline of the Battle for Raqqa with the Syrian Democratic Forces,2.1K,2.1K views,,2022-01-19 04:17:25.866822
/watch?v=L95RrJIR3q0,/channel/UCarCrf9C7lFvFxO84gKu42Q,Hisham Arafat هشام عرفات,YPG-led US-backed Syrian democratic Forces (SDF) fighters dance,3.7K,3.7K views,,2022-01-19 04:17:25.872337
/watch?v=zCGAzNg3Jks,/user/france24english,FRANCE 24 English,Syria: on the road to Raqqa with the Syrian Democratic Forces as battle for Mosul continues,3.7K,3.7K views,,2022-01-19 04:17:25.879131
/watch?v=ZBWko4BzGM0,/user/france24english,FRANCE 24 English,Turkish offensive in Syria: how outnumbered are the Syrian Democratic Forces?,13K,13K views,,2022-01-19 04:17:25.885052
/watch?v=VSqlJU5WKk0,/user/AlJazeeraEnglish,Al Jazeera English,Syrian Democratic Forces close in on ISIL in Raqqa,5.7K,5.7K views,,2022-01-19 04:17:25.891483
/watch?v=3ZQ3xrjcWxE,/user/RuptlyTV,Ruptly,Syria: Tensions rise as residents protesting al-Hasakah siege face-off with SDF members,17K,17K views,,2022-01-19 04:17:25.897486
/watch?v=_cYkLHlLygc,/user/VOAvideo,VOA News,US-backed Syrian Forces Target IS Sleeper Cells,2.5K,2.5K views,,2022-01-19 04:17:25.903887
/watch?v=c3_M5_c1_5c,/user/CCTVAmerica1,CGTN America,Syrian Democratic Forces call for international tribunal to try ISIL members,294,294 views,,2022-01-19 04:17:25.909579
/watch?v=Bj8GrNqe5tE,/channel/UCzp8JDCwl1fZ6kaazRjuDdg,SDF PRESS,Syrian Democratic Forces   Establishment and Objectives,611,611 views,,2022-01-19 04:17:25.914612
/watch?v=I09NFUOD38M,/channel/UC7fWeaHhqgM4Ry-RMpM2YYw,TRT World,The War in Syria: SDF raises banner in Raqqa showing PKK leader,7.6K,7.6K views,,2022-01-19 04:17:25.920479
/watch?v=VHcoV5cbHU4,/channel/UCzA-8vINSiQ6mUZLNt8dvLg,Turkish Heritage Organization,Col. Martin – U.S. Decision to Cooperate with Syrian Democratic Forces (SDF),107,107 views,,2022-01-19 04:17:25.925789
/watch?v=b9B625SAQc4,/channel/UCJ_wCNzChsqquEDjVQhiSbA,WikiWikiup,Syrian Democratic Forces,69,69 views,,2022-01-19 04:17:25.931370
/watch?v=nFixZRKO8MU,/channel/UCyGMim0bdq_6W-ryV9WI29A,North Press Agency,US forces’ Civil Affairs team visits camps in northeast Syria,993,993 views,,2022-01-19 04:17:25.937135
/watch?v=Lp1zBfTwRkk,/channel/UCIt3SC3X_6DPGsBa-9_KffA,TeN TV,interview with general mazloum abdi commander of the syrian democratic forces,2.2K,2.2K views,,2022-01-19 04:17:25.943240
/watch?v=4TNuoHjUdD4,/user/france24english,FRANCE 24 English,Syria: Kurdish women fighters vow to avenge soldier's death,375K,375K views,,2022-01-19 04:17:32.901773
/watch?v=Kq_g6O423LE,/channel/UCxBqOqVedjcfhX8PTUGdqsA,Fight for Humanity,COVID-19 response: Nesrin Abdullah - Syrian Democratic Forces,88,88 views,,2022-01-19 04:17:32.907912
/watch?v=JvQCSlNAdro,/user/CCTVNEWSbeijing,CGTN,U.S.-backed Syrian Democratic Forces declares end of years-long battle,497,497 views,,2022-01-19 04:17:32.912782
/watch?v=ap7FYiaiM6k,/channel/UCif-opXh4KdlSzGKu4jzrdA,Breaking News Website,Syrian democratic forces reportedly capture major daesh bastion in raqqa,10,10 views,,2022-01-19 04:17:32.917658
/watch?v=iLOVLwycW6k,/user/aranewstube,ARA News,"Despite Turkish strikes, Syrian Democratic Forces make new gains against ISIS",1K,1K views,,2022-01-19 04:17:32.923292
/watch?v=GCs8Gq7EKyg,/channel/UC6p6TXH-LRcuX3u7PIWhtEw,AbcNews Today,US commander congratulates Syrian Democratic Forces on liberation of Raqqa,71,71 views,,2022-01-19 04:17:32.928194
/watch?v=Vo8tMCopCkk,/user/CCTVNEWSbeijing,CGTN,Syrian Democratic Forces battle for control of Baghouz,2.7K,2.7K views,,2022-01-19 04:17:32.933371
/watch?v=at9zGyH6dEI,/channel/UCAlZ-9e75wau2hY_wWFliNA,Defense Flash News,DFN:Syrian Democratic Forces Build Bridge SYRIA 07.15.2018,252,252 views,,2022-01-19 04:17:32.938256
/watch?v=4PK3CTxgPi4,/channel/UCAlZ-9e75wau2hY_wWFliNA,Defense Flash News,DFN:Syrian Democratic Forces Update SYRIA 07.18.2018,85,85 views,,2022-01-19 04:17:32.943132
/watch?v=buZzv6Dmvb4,/channel/UCxBqOqVedjcfhX8PTUGdqsA,Fight for Humanity,"COVID-19 & Ceasefire: Nesrin Abdullah, Syrian Democratic Forces",85,85 views,,2022-01-19 04:17:32.948694
/watch?v=OvN5AUSfRlU,/channel/UCmTl4SUkbtKiQ5wQxjarg3A,Gabreal Gorg,A comparison between the Syrian regime army and the Syrian Democratic Forces led by the YPG.YPJ forc,38,38 views,,2022-01-19 04:17:32.954253
/watch?v=dCBz1HTROQE,/channel/UCzp8JDCwl1fZ6kaazRjuDdg,SDF PRESS,Syrian democratic forces graduated two courses of demining and snipers يوتيوب,107,107 views,,2022-01-19 04:17:32.959447
/watch?v=zCc_vvvE48I,/channel/UCbZknVlSRMLgZhXtB0BXJBw,VIDEO NEWS AGENCY,TURKEY BEGINS TO SECURE ITS BORDER AGAINST SYRIAN DEMOCRATIC FORCES.  IN RESPONSE TO U.S WITHDRAWAL,23,23 views,,2022-01-19 04:17:32.963963
/watch?v=74l2Y1KCxoM,/channel/UCMokmJP9ou2XKrHuRQyFTEQ,Syrian Portal,From The Source: Looting in Hajin After Syrian Democratic Forces Controlled the Town,85,85 views,,2022-01-19 04:17:32.969564
/watch?v=Lbv0518bK1Y,/channel/UC2nr68Bn15dsOpviwBnAATg,A24 News Agency,Syria | Syrian Democratic Forces take control of the outskirts of Baghouz in eastern Deir Ez Zor,1K,1K views,,2022-01-19 04:17:32.974474
/watch?v=98G117oyLg0,/channel/UCIzyAIhEkuNmRFod2BrLIXA,Clash Of Globe,Syrian Democratic Forces Vow To Avoid Conflict With Gov't Troops In Deir Ez zor,199,199 views,,2022-01-19 04:17:32.981369
/watch?v=uBXpEudwTkM,/channel/UCiZGpEB3AQjpxvW7J8L4l4g,SOLDIERs ACTIVITY,Coalition supports Syrian Democratic Forces (SDF),1.1K,1.1K views,,2022-01-19 04:17:32.986419
/watch?v=ifG_uRDQL0Q,/channel/UCZBs3ErbrjJ3-dh4bx99Rdg,PKK Research Center,Who are the Syrian Democratic Forces?,39,39 views,,2022-01-19 04:17:32.991760
/watch?v=AzF9KqUV2Yw,/user/france24english,FRANCE 24 English,Syria: Syrian Democratic Forces announce operation to retake ISIS-held Raqqa begins,2.9K,2.9K views,,2022-01-19 04:17:32.997340
/watch?v=O5yNJoqhAZc,/user/GlobalToronto,Global News,U.S.-backed Syrian forces declare victory over Islamic State,10K,10K views,,2022-01-19 04:17:33.003869
/watch?v=9g0Q5ssTbec,/user/aranewstube,ARA News,قوات سوريا الديمقراطية تسيطر على سد تشرين Syrian Democratic Forces seize ISIS major supply line of R,19K,19K views,,2022-01-19 04:17:40.383673
/watch?v=S0FPZo3VgAM,/channel/UCc4caFbjEobn6jGn2CPWQJQ,USA Today News,Trump praises syrian democratic forces for fall of raqqa,40,40 views,,2022-01-19 04:17:40.388887
/watch?v=dnmeKLdcBQo,/user/VOAvideo,VOA News,Syrian Democratic Forces Say Major IS Leaders Targets in Battle on Last Enclave,328,328 views,,2022-01-19 04:17:40.396382
/watch?v=j4MW8dq8HzQ,/user/VOAvideo,VOA News,"US, Syrian Democratic Forces Announce Start of Operation to Liberate Raqqa",984,984 views,,2022-01-19 04:17:40.402755
/watch?v=EE7HadbbuF0,/channel/UCSK4AHK3BNMB_i1_ok8MDvg,TalkingWiki,Syrian Democratic Forces,15,15 views,,2022-01-19 04:17:40.406969
/watch?v=PbZVB5mI3Ao,/channel/UC_cZNuUVqCg6zXK7pWLyKaw,Qasioun News Agency,Raqqa: Syrian Democratic Forces Fighters Spreading In Tabaqa And Euphrates Dam 12-5-2017,579,579 views,,2022-01-19 04:17:40.412563
/watch?v=5OvFLIIFGpk,/user/vicenews,VICE News,Inside The Fight To Retake Raqqa From ISIS (HBO),1.8M,1.8M views,,2022-01-19 04:17:40.419710
/watch?v=rcA-t4U-HiQ,/user/AFP,AFP News Agency,Syrian Democratic Forces seize town from IS near Raqa,757,757 views,,2022-01-19 04:17:40.425261
/watch?v=Wn2Rs3-Yas0,/user/kurdistan24tv,Kurdistan24,Syrian Democratic Forces approach Euphrates Dam,596,596 views,,2022-01-19 04:17:40.431098
/watch?v=yhbQlYCdpDM,/user/AFP,AFP News Agency,Syrian Democratic Forces fight to seize Raqa,1.4K,1.4K views,,2022-01-19 04:17:40.437956
/watch?v=sIP5HpvUNzc,/channel/UCGDQNvybfDDeGTf4GtigXaw,DD INDIA,Syria: Syrian Democratic Forces Announces Defeat of Islamic State in eastern Syria,23,23 views,,2022-01-19 04:17:40.444108
/watch?v=oYeOZxIvK7s,/user/mavgrad91,Breaking News,Daily News - Exclusive: On the front line with the Syrian Democratic Forces,21,21 views,,2022-01-19 04:17:40.448844
/watch?v=mJ6-wN498TE,/user/Euronews,euronews,Families flee Raqqa after Syrian Democratic Forces offensive,503,503 views,,2022-01-19 04:17:40.454742
/watch?v=B-qmeVGNDvs,/user/RussiaToday,RT,RAW: Syrian Democratic Forces fighting ISIS affiliates  in the vicinity of Raqqa,9.6K,9.6K views,,2022-01-19 04:17:40.460066
/watch?v=s2b7aauJbYU,/channel/UCTGMT10LUrHX9JZ9nrZxJkQ,Breaking News 24/7,Breaking News | Trump praises syrian democratic forces for fall of raqqa,9,9 views,,2022-01-19 04:17:40.468464
/watch?v=5eFKG_bbmbk,/channel/UC87oL-_PwvK65JYjTGhNu_w,DAILY HOT NEWS,"ISIS has lost its final stronghold in Syria, the Syrian Democratic Forces says",34,34 views,,2022-01-19 04:17:40.474212
/watch?v=JQVGl8GOWgo,/channel/UC0STKJdNzPJHSlkWhzq9Png,Us Latest News,Us Latest News - Syrian democratic forces joined the army after the settlement,17,17 views,,2022-01-19 04:17:40.482271
/watch?v=JXGIYjckXAY,/channel/UC7xe5HvqjGgT0OgYvzw5dvQ,Wisenheimer,Syrian Democratic Forces,15,15 views,,2022-01-19 04:17:40.490976
/watch?v=oD4fT-m8h1U,/user/smokaj0000,smokaj0000,"ISIS has lost its final stronghold in Syria, the Syrian Democratic Forces says",4,4 views,,2022-01-19 04:17:40.496706
/watch?v=FRv9Wcy8yhQ,/channel/UCoTlJfOx-oC4A2Q05BAljmQ,Syriac Military Council - MFS,MFS - Interview with Kino Gabriel about Syrian Democratic Forces,1.8K,1.8K views,,2022-01-19 04:17:40.502957
/watch?v=FRv9Wcy8yhQ,/channel/UCoTlJfOx-oC4A2Q05BAljmQ,Syriac Military Council - MFS,MFS - Interview with Kino Gabriel about Syrian Democratic Forces,1.8K,1.8K views,,2022-01-19 04:17:48.435588
/watch?v=dNQxgasY1sY,/user/france24english,FRANCE 24 English,Syria: Syrian Democratic Forces advance into Northern Raqqa outskirts,6K,6K views,,2022-01-19 04:17:48.442427
/watch?v=kmyXLBj7ouQ,/channel/UCtc1YaIvNYkEh83hwPj8Ncg,A24 News Agency EN,Syria- The Syrian Democratic Forces Hand over a Yazidi Girl Found in Deir ez-Zor to Yazidi House,55,55 views,,2022-01-19 04:17:48.446771
/watch?v=XfLYKTVZaks,/channel/UCcFLzUGuAhl07903K-4LJrg,Kinh Van,France's Macron gives backing to Syrian Democratic Forces,No,No views,,2022-01-19 04:17:48.449493
/watch?v=rJktWlP37fI,/channel/UCC1R2xrYrBgoGVMFFyUttpA,NEW YORK TIME,Syrian democratic forces reportedly capture major daesh bastion in raqqa,3,3 views,,2022-01-19 04:17:48.453685
/watch?v=X-T17stA1Qg,/channel/UCC1R2xrYrBgoGVMFFyUttpA,NEW YORK TIME,Syrian democratic forces reportedly capture major daesh bastion in raqqa,4,4 views,,2022-01-19 04:17:48.461073
/watch?v=lfr7flGr48I,/user/FUNKER530,FUNKER530 - Veteran Community & Combat Footage,Western Volunteers Come Under Fire From Turkish Troops In Syria,172K,172K views,,2022-01-19 04:17:48.467873
/watch?v=i990DbHKvTc,/channel/UC7fWeaHhqgM4Ry-RMpM2YYw,TRT World,The War in Syria: Raqqa is now in the hands of US-backed democratic forces,1.4K,1.4K views,,2022-01-19 04:17:48.475212
/watch?v=QC-yEYD79Pc,/user/PTVPhilippines,PTV,"GLOBAL NEWS: US, Syrian democratic forces announce start of operation to liberate Raqqa",120,120 views,,2022-01-19 04:17:48.482159
/watch?v=I5BYaYmkl2o,/user/KarlGEinRussia,Karl G E,Syrian Democratic Forces Take Back Hudhud near Manbij,84,84 views,,2022-01-19 04:17:48.487537
/watch?v=Eo2i2d3R-JY,/user/france24english,FRANCE 24 English,"Syria: inside Manbij, liberated from islamic state group militants by the Syrian Democratic forces",1.7K,1.7K views,,2022-01-19 04:17:48.492767
/watch?v=cVnwIwPy-S8,/channel/UCZX7JoYzAzaBHcgyZZCWhLA,Babanews,French Caesars self-propelled howitzers support Syrian Democratic Forces - babanews,81,81 views,,2022-01-19 04:17:48.497896
/watch?v=vP2SvfBZsoQ,/user/AFP,AFP News Agency,Syria Democratic Forces advance in desert towards Raqa,945,945 views,,2022-01-19 04:17:48.504761
/watch?v=uMvS36Fg5LU,/channel/UCoH1Fauc72If-ycbyMbcrfg,TM NEWS,News Trump administration backs Syrian Democratic Forces driving ISIS from their last stronghold,16,16 views,,2022-01-19 04:17:48.510367
/watch?v=1fcipwgubO8,/user/aranewstube,ARA News,قوات سوريا الديمقراطية تستعيد أراض واسعة من داعش U S  backed Syrian Democratic Forces vs ISIS,3K,3K views,,2022-01-19 04:17:48.514942
/watch?v=XepQqpu0YFg,/user/VOAvideo,VOA News,Syrian Kurds Say Two Towns Attacked by Turkey,1.2K,1.2K views,,2022-01-19 04:17:48.521050
/watch?v=uz1MDRNp1H8,/channel/UC_cZNuUVqCg6zXK7pWLyKaw,Qasioun News Agency,Tabaqa city in Raqqa countryside after the Syrian Democratic Forces seized it,654,654 views,,2022-01-19 04:17:48.526934
/watch?v=CmN0jP2t-oM,/user/VOAvideo,VOA News,Syrian Kurds Throw Rocks at Passing Turkish Military Convoy in Northern Syria,498K,498K views,,2022-01-19 04:17:48.533369
/watch?v=Q5gZ0Lin620,/user/YPGmedia,YPG Press Office,Efrin: Turkish army’s artillery targets Syrian Democratic Forces,37K,37K views,,2022-01-19 04:17:48.539551
/watch?v=JkCQDIt85cA,/user/WashingtonInstitute,WashingtonInstitute,English Version PF: Affirming U.S. Commitments Abroad: The View from Syria’s Democratic Council,466,466 views,,2022-01-19 04:17:48.545400
/watch?v=kSV2595dlH0,/user/RuptlyTV,Ruptly,Syria: Syrian Democratic Forces prepare for battles with IS,2K,2K views,,2022-01-19 04:17:56.854033
/watch?v=9AiICI5gug4,/user/IBTimesUK,IBTimes UK,Syrian Democratic Forces recapture Tabqa Dam from Isis,428,428 views,,2022-01-19 04:17:56.860571
/watch?v=yf_cWoWk0YA,/channel/UC2nr68Bn15dsOpviwBnAATg,A24 News Agency,Syria | Fierce battles between Syrian Democratic Forces and remaining ISIS members in Baghouz,562,562 views,,2022-01-19 04:17:56.865374
/watch?v=XqKy7xN0GH4,/user/VOAvideo,VOA News,Syrian Government Forces Continue Deployment in Eastern Syria,12K,12K views,,2022-01-19 04:17:56.869382
/watch?v=gfyFL38bK0o,/channel/UC1OWPXLsIRy6ASsIo4CwRGA,FT Reporter Clips,The Syrian Democratic Forces announced the full recapture of Manbij,121,121 views,,2022-01-19 04:17:56.872223
/watch?v=P4PSYbIF0NY,/channel/UCWKAQJAQc4sqCiVK4LuW-SA,F K,Syrian Democratic Forces special unit training,63,63 views,,2022-01-19 04:17:56.874678
/watch?v=MoxknIrfVK4,/user/itnnews,On Demand News,Dramatic New Footage Shows Fierce Fighting as Turkey Launches Syria Strike,37K,37K views,,2022-01-19 04:17:56.877694
/watch?v=WDz6yaubxw8,/user/RuptlyTV,Ruptly,Syria: SDF forces push back IS counter attack in Raqqa,33K,33K views,,2022-01-19 04:17:56.882427
/watch?v=wq2P29CWp8k,/user/VOAvideo,VOA News,US-backed Syrian Forces Seek to Isolate Raqqa,982,982 views,,2022-01-19 04:17:56.886146
/watch?v=Z17LuN8Nhaw,/channel/UCHTK-2W11Vh1V4uwofOfR4w,AP Archive,Syria govt forces continue deployment in northeast,7.5K,7.5K views,,2022-01-19 04:17:56.889894
/watch?v=EFyQiYul50g,/user/rferlonline,Radio Free Europe/Radio Liberty,U.S.-Backed Syrian Forces Battle To Retake Raqqa,2.2K,2.2K views,,2022-01-19 04:17:56.893155
/watch?v=a_LkuZEzvGE,/user/AlJazeeraEnglish,Al Jazeera English,Syria: SDF makes gains in Raqqa,13K,13K views,,2022-01-19 04:17:56.896486
/watch?v=D0iRJBZX9KQ,/channel/UCctEd_Qz3YTe87BpX5r0f-g,News Ads,News Trump administration backs Syrian Democratic Forces driving ISIS from their last stronghold,5,5 views,,2022-01-19 04:17:56.899584
/watch?v=eLlfykFdRKU,/channel/UCMJ5Bp8FU2L6YyTqE55Lwow,the fearlesss hindu,Usa backed Syrian democratic force have killed over300isis militants,10,10 views,,2022-01-19 04:17:56.902089
/watch?v=1Wv2SbD4WmI,/channel/UC6ZQ-SuhvQAeQIR5tHJGGmQ,The Audiopedia,"US-backed Democratic forces of Syria clash with rival insurgents in Azaz, Aleppo; dozens dead",223,223 views,,2022-01-19 04:17:56.904757
